PK;NOMBRE;HORARIO;EQUIPAMIENTO;TRANSPORTE;DESCRIPCION;ACCESIBILIDAD;CONTENT-URL;NOMBRE-VIA;CLASE-VIAL;NUM;LOCALIDAD;PROVINCIA;CODIGO-POSTAL;BARRIO;DISTRITO;LATITUD;LONGITUD;TELEFONO;FAX;EMAIL;TIPO;WiFi
6430067.0;Bibliobús número 10. Recorrido semanal; Consulte en   documentación asociada   el detalle del Horario de invierno. ;;;;0.0;http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=734a6e6b06637310VgnVCM1000000b205a0aRCRD;;Servicio itinerante;;MADRID;MADRID;;;;;;917 951 761 / Móvil: 639 624 276;;;/contenido/entidadesYorganismos/Bibliobuses;0.0
6431159.0;Bibliobús número 11. Recorrido semanal; Consulte en   documentación asociada   el detalle del horario de invierno. ;;;;0.0;http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=1d69b5f1cea37310VgnVCM1000000b205a0aRCRD;;Servicio itinerante;;MADRID;MADRID;;;;;;917 951 761 / Móvil: 619 247 322;;;/contenido/entidadesYorganismos/Bibliobuses;0.0
6432104.0;Bibliobús número 12. Recorrido semanal; Consulte en   documentación asociada   el detalle del Horario de invierno. ;;;;0.0;http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=7a70ded3cbb37310VgnVCM2000000c205a0aRCRD;;Servicio itinerante;;MADRID;MADRID;;;;;;917 951 761 / Móvil: 639 624 280;;;/contenido/entidadesYorganismos/Bibliobuses;0.0
6435986.0;Bibliobús número 13. Recorrido semanal; Consulte en   documentación asociada   el detalle del Horario de invierno. ;;;;0.0;http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=18cc33935b957310VgnVCM2000000c205a0aRCRD;;Servicio itinerante;;MADRID;MADRID;;;;;;917 951 761 / Móvil: 619 252 842;;;/contenido/entidadesYorganismos/Bibliobuses;0.0
7110421.0;Bibliobús número 2. Recorrido quincenal;Consulte en   documentación asociada   el detalle del Horario de invierno.;;;;0.0;http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=88626db26d531410VgnVCM1000000b205a0aRCRD;;Servicio itinerante;;MADRID;MADRID;;;;;;917 951 761 / 639 623 967;;;/contenido/entidadesYorganismos/Bibliobuses;0.0
6429143.0;Bibliobús número 9. Recorrido semanal; Consulte en   documentación asociada   el detalle del Horario de invierno. ;;;;0.0;http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=a60438972b537310VgnVCM1000000b205a0aRCRD;;Servicio itinerante;;MADRID;MADRID;;;;;;917 951 761 / Móvil: 639 623 973;;;/contenido/entidadesYorganismos/Bibliobuses;0.0
7902770.0;Bibliometro;  Horario:  de 13.30 a 20.00 de lunes a viernes, excepto festivos.  ;  Datos de localización  de los distintos  módulos de Bibliometro .  Servicios:  Préstamo y renovación de libros. Acceda al  catálogo de Bibliometro  para búsqueda de libros y renovar sus préstamos. ;;;0.0;http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=3d2cd4bdf66bb410VgnVCM1000000b205a0aRCRD;PRINCIPE DE VERGARA;CALLE;140.0;MADRID;MADRID;28002.0;CIUDAD JARDIN;CHAMARTIN;40.44444653179131;-3.67813993012987;"                                   
91 588 57 24      
";;;/contenido/entidadesYorganismos/BibliotecasPublicas;0.0
8053214.0;Bibliored;  Horario:  de 13.30 a 20.00 de lunes a viernes, excepto festivos.  ;  Datos de localización :    Bibliored Cuatro Caminos : calle Raimundo Fernández Villaverde, 2. Teléfono: 91 535 34 56 (para el servicio de renovaciones: 91 588 56 60). Email:  br1@madrid.es       Bibliored Sanchinarro : calle Princesa de Éboli, 21. Teléfono: 91 318 58 46. Email:  brsanchinarro@madrid.es         Servicios:  Préstamo y renovación de libros.  Acceda al catálogo  para la búsqueda de libros y renovar sus préstamos.   * Los libros del módulo de Sanchinarro solo se podrán prestar y devolver en sus instalaciones. Los libros del módulo de Cuatro Caminos podrán devolverse además en cualquier módulo de Bibliometro. Las condiciones de préstamo son las mismas que para Bibliometro.  El Bibliored de Sanchinarro está situado dentro del Centro Cultural de Sanchinarro, puede consultar la información sobre sus instalaciones (salas de estudio, salas polivalentes y aulas de tecnología) en su  web .  ;;;0.0;http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=917c40221457d410VgnVCM2000000c205a0aRCRD;PRINCIPE DE VERGARA;CALLE;140.0;MADRID;MADRID;28002.0;CIUDAD JARDIN;CHAMARTIN;40.44444653179131;-3.67813993012987;"                                             
91 588 57 24                
";;;/contenido/entidadesYorganismos/BibliotecasPublicas;0.0
1881.0;Biblioteca Histórica Municipal;  Horario : de lunes a viernes de 8:30 a 14:30 horas.   Cerrada  festivos y los días 24 y 31 de diciembre. ; Los  servicios que se prestan  son los siguientes:   Préstamo en Sala de investigación.   Consulta de la colección de referencia en la Sala de investigación.    Petición anticipada de documentos a través del correo:  bibliotecah@madrid.es   Información bibliográfica por correo postal, correo electrónico y teléfono.    Reprografia.    Catálogo en línea      Requisitos:  Ser mayor de edad y tener carné de usuario ; Metro:  San Bernardo , Ventura Rodríguez , Plaza España, Noviciado  Bus:  1 , 2 , 7 , 21 , 44 , 74 , 147 , Circular, Minibús M-2;"   Directorio:     Dirección  Ilda María del Rosario Pérez García Teléfono: 91 588 57 44 Correo electrónico  bibliotecah@madrid.es    Negociado Administrativo / Secretaría   Teléfono: 91 5885723; 91 5885737   Sección de Información y Referencia  Teléfonos: 91 5885756; 91 4800557 Correo electrónico  bibliotecah@madrid.es    Sección de Colecciones Especiales  Correo electrónico:  bibliotecah@madrid.es    Sección de Fondos Generales  Correo electrónico  bibliotecah@madrid.es   ";1.0;http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=ccbc3d0b5e71c010VgnVCM1000000b205a0aRCRD;CONDE DUQUE;CALLE;9.0;MADRID;MADRID;28015.0;UNIVERSIDAD;CENTRO;40.42737760210632;-3.7106116887809817;Secretaría: 915885737. Información y Referencia: 915885756, 914800557 y 915885744 ;;bibliotecah@madrid.es;/contenido/entidadesYorganismos/BibliotecasPublicas;0.0
6779450.0;Biblioteca Musical Víctor Espinós; De lunes a viernes de 8:30 a 21:00 horas.   Cerrado  festivos y los días 24 y 31 de diciembre. ;" Accesible a personas con discapacidad física.  Espacios:  Sala de consulta y lectura; Salas de ensayo; Sala polivalente.  Servicios:  Préstamo de libros, partituras, multimedia y revistas; Préstamo de instrumentos; Zona WiFi; Información bibliográfica; Formación de usuarios; Animación a la lectura; Reprografía "; Metro : Ventura Rodríguez, Plaza de España, San Bernardo y Noviciado.  Bus : 1 , 2 , 7 , 21 , 44 , 74 , 147 , Circular, Minibús M-2;   Directorio:        Dirección:   Inmaculada Seldas Fernández Tfno: 91 513 36 81   Adjunto:  Ignacio Gómez Novillo Teléfono: 91 480 14 17     Préstamo de Instrumentos  Teléfono: 91 588 57 55    Información bibliográfica  Teléfono: 91 588 57 51    Gestión económica y administrativa  Teléfono: 91 588 57 53 Teléfono: 91 480 13 44   Mostrador de préstamo / Cabinas de ensayo  Teléfonos: 91 588 57 60 / 91 588 57 39    ;1.0;http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=d482270f58c6c310VgnVCM2000000c205a0aRCRD;CONDE DUQUE;CALLE;9.0;MADRID;MADRID;28015.0;UNIVERSIDAD;CENTRO;40.42737760210632;-3.7106116887809817;"91 588 57 53 / 91 588 57 39 / 91 588 57 55                                                     
91 588 57 60";;bibliomusical@madrid.es;/contenido/entidadesYorganismos/BibliotecasPublicas;0.0
