PK	NOMBRE	DESCRIPCION-ENTIDAD	HORARIO	EQUIPAMIENTO	TRANSPORTE	DESCRIPCION	ACCESIBILIDAD	CONTENT-URL	NOMBRE-VIA	CLASE-VIAL	TIPO-NUM	NUM	PLANTA	PUERTA	ESCALERAS	ORIENTACION	LOCALIDAD	PROVINCIA	CODIGO-POSTAL	BARRIO	DISTRITO	COORDENADA-X	COORDENADA-Y	LATITUD	LONGITUD	TELEFONO	FAX	EMAIL	TIPO	
5949026	Agrupación Deportiva Grupo de Montaña Jara				 Metro: Alonso Martínez (líneas 4, 5, 10)  Bus: 3, 5, 7, 14, 21, 27, 45, 150 		0	http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=ccbac6291a0fd210VgnVCM1000000b205a0aRCRD	BLANCA DE NAVARRA	CALLE	V	7					MADRID	MADRID	28010	ALMAGRO	CHAMBERI	441347	4475799	4.042.888.230.976.830	-36.927.670.775.377.300	913 085 405		gmjara@hotmail.com	/contenido/entidadesYorganismos/CentrosEspaciosDeporte/ClubesEscuelasDeportivas	 
5949169	Agrupación Deportiva La Fuenfría				 Bus: 8, 71 		0	http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=cd052a9b0b0fd210VgnVCM1000000b205a0aRCRD	PÉNDULO	CALLE	V	7	2	B			MADRID	MADRID	28032	CASCO H.VICALVARO	VICALVARO	447065	4471914	4.039.426.808.378.820	-362.503.670.807.574	685 908 784		adlafuenfria@gmail.com	/contenido/entidadesYorganismos/CentrosEspaciosDeporte/ClubesEscuelasDeportivas	 
4530281	Agrupacion Deportiva Rutas				 Metro: Gran Vía (línea 1, 5)  Bus:  1, 2, 46, 74, 202, 146 		0	http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=9d3148ada7901110VgnVCM1000000b205a0aRCRD	GRAN VIA	CALLE	V	69	6º - Dpcho. 602				MADRID	MADRID	28013	PALACIO	CENTRO	439846	4475138	4.042.282.034.307.390	-3.710.398.696.799.860	915 222 633		adrutas@telefonica.net	/contenido/entidadesYorganismos/CentrosEspaciosDeporte/ClubesEscuelasDeportivas	 
165847	Barclaycard Center (antiguo Palacio de Deportes de la Comunidad de Madrid)		Según evento	  Alquiler de espacios para eventos  Localidades para personas con movilidad reducida  Palcos  VIP   	 Metro: Goya (líneas 2, 4), O'Donnell (línea 6)  Bus: 2, 21 , 28, 30 , 56, 71, 143, 146, 156, C 1 		0	http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=322a8f90a581c010VgnVCM1000000b205a0aRCRD	JORGE JUAN	CALLE	V	99				Avenida de Felipe II, s/n	MADRID	MADRID	28009	GOYA	SALAMANCA	443095	4475164	4.042.328.354.496.370	-3.672.104.027.231.150	914 449 949			/contenido/entidadesYorganismos/CentrosEspaciosDeporte	 
181447	Campo de Golf de la Real Federación Española				Bus: 49 , 67                                    	  Acceso:    Avda. Cardenal Herrera Oria y C/ Ramón Gómez de la Serna.   Junto a la M-40 y El Pardo.     Número de hoyos:  18   Diseñador del campo:  Green Project 	0	http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=198d38d60b41c010VgnVCM2000000c205a0aRCRD	MADRE TERESA DE CALCUTA	CALLE	V	5					MADRID	MADRID	28049	FUENTELARREINA	FUENCARRAL-EL PARDO	437758	4482213	4.048.640.056.574.120	-37.357.052.174.221.100	913 769 060	913 735 340	info@cngolf.es	/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposGolf	 
4670	Campo de Golf Olivar de la Hinojosa				 Metro: Campo de las Naciones (línea 8)  Bus: 104, 122 	 Requisitos: para jugar al golf es necesario estar federado pero no es necesario pertenecer al club - Para recibir clases de golf no es necesario ser socio ni estar federado.     Acceso:  junto a IFEMA, por la M-40 o A-10, carretera del Aeropuerto.    Número de hoyos:  18, (mas 9 de par 3)   Diseñador del campo:  Desprosa, S.A. 	0	http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=4c383b54d771c010VgnVCM1000000b205a0aRCRD	VIA DE DUBLIN	CALLE	V	12					MADRID	MADRID	28042	CORRALEJOS	BARAJAS	448286	4479796	4.046.535.088.559.720	-36.112.928.743.147.000	917 211 889 / 917 211 989	917 210 661	go@golfolivar.com	/contenido/entidadesYorganismos/CentrosEspaciosDeporte/ClubesEscuelasDeportivas	 
5691536	Campo de Golf. Barberán & Collar C.D.S.C.E.A.					  Número de hoyos:  9  	0	http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=737a686df3ba8210VgnVCM1000000b205a0aRCRD	A-5	AUTOVIA	T	1100					MADRID	MADRID	28024	CAMPAMENTO	LATINA	431637	4469000	4.036.689.239.039.280	-38.064.987.373.868.900	916 489 527	917 062 174		/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposGolf	 
99817	Campo de Golf. Centro Deportivo Militar la Dehesa				 Metro: Cuatro Vientos (línea 2)  Bus: 139 	  Número de hoyos:  9 	0	http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=e0a577d35f81c010VgnVCM1000000b205a0aRCRD	ARQUEROS	AVENIDA	V	2					MADRID	MADRID	28024	CAMPAMENTO	LATINA	432750	4470588	4.038.128.832.659.250	-3.793.558.443.675.530	915 095 591 	915 095 583		/contenido/entidadesYorganismos/CentrosEspaciosDeporte/ClubesEscuelasDeportivas	 
5691403	Campo de Golf. Green Canal				 Metro: Canal (líneas 2, 7), Ríos Rosas (línea 1), Islas Filipinas (línea 7)  Bus: 2, 3, 12, 37, 149, 202 	  Número de hoyos:  9    Tipo de campo:  comercial 	0	http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=185ca83f03ba8210VgnVCM1000000b205a0aRCRD	FILIPINAS	AVENIDA	V	11					MADRID	MADRID	28003	VALLEHERMOSO	CHAMBERI	440309	4477277	4.044.212.281.120.050	-37.051.424.490.983.300	902 222 421	915 352 650		/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposGolf	 
4896	Campo de Golf. Real Club Puerta de Hierro				Bus: 82	  Acceso:  a 4  kms  centro ciudad   Número de hoyos:  36, más 9 par 3  	0	http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=3eb83b54d771c010VgnVCM1000000b205a0aRCRD	MIRAFLORES	AVENIDA	V	1					MADRID	MADRID	28035	CIUDAD UNIVERSITARIA	MONCLOA-ARAVACA	438180	4479038	404.578.306.996.518	-37.304.163.514.641.000	913 161 745 / 913 768 330	913 738 111	Imalonso@rcphierro.com	/contenido/entidadesYorganismos/CentrosEspaciosDeporte/ClubesEscuelasDeportivas	 
